Event Name,Event Date,Result,Fighter1,Fighter2,KD,Strikes,TD,Sub,Weight Class,Method,Round,Time,rand,Fighter1_Fighter2
UFC 208: Holm vs. De Randamie,11-Feb-17,Germaine de Randamie,Germaine de Randamie,Holly Holm,0-0,80-77,0-0,0-0,Women's Featherweight,U-DEC,5,5:00,0.648247176,Holly Holm
UFC 208: Holm vs. De Randamie,11-Feb-17,Anderson Silva,Anderson Silva,Derek Brunson,0-0,43-54,0-2,0-0,Middleweight,U-DEC,3,5:00,0.51971601,Derek Brunson
UFC 208: Holm vs. De Randamie,11-Feb-17,Jacare Souza,Jacare Souza,Tim Boetsch,0-0,6-Jul,Jan-00,Jan-00,Middleweight,SUB-Kimura,1,3:41,0.229489409,Jacare Souza
UFC 208: Holm vs. De Randamie,11-Feb-17,Glover Teixeira,Glover Teixeira,Jared Cannonier,0-0,24-21,Mar-00,Jan-00,Light Heavyweight,U-DEC,3,5:00,0.59343836,Jared Cannonier
UFC 208: Holm vs. De Randamie,11-Feb-17,Dustin Poirier,Dustin Poirier,Jim Miller,0-0,97-71,1-Mar,0-3,Lightweight,M-DEC,3,5:00,0.451354965,Dustin Poirier
UFC 208: Holm vs. De Randamie,11-Feb-17,Belal Muhammad,Belal Muhammad,Randy Brown,0-0,71-52,Feb-00,0-0,Welterweight,U-DEC,3,5:00,0.532452657,Randy Brown
UFC 208: Holm vs. De Randamie,11-Feb-17,Wilson Reis,Wilson Reis,Yuta Sasaki,0-0,34-34,Jun-00,Feb-00,Flyweight,U-DEC,3,5:00,0.65210003,Yuta Sasaki
UFC 208: Holm vs. De Randamie,11-Feb-17,Islam Makhachev,Islam Makhachev,Nik Lentz,0-0,43-13,May-00,0-1,Lightweight,U-DEC,3,5:00,0.938591624,Nik Lentz
UFC 208: Holm vs. De Randamie,11-Feb-17,Ricky Glenn,Ricky Glenn,Phillipe Nover,0-0,52-50,0-0,0-0,Featherweight,S-DEC,3,5:00,0.125332034,Ricky Glenn
UFC 208: Holm vs. De Randamie,11-Feb-17,Ryan LaFlare,Ryan LaFlare,Roan Carneiro,Jan-00,29-19,Jan-00,0-0,Welterweight,U-DEC,3,5:00,0.625911428,Roan Carneiro
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,Chan Sung Jung,Chan Sung Jung,Dennis Bermudez,Jan-00,17-20,0-0,0-0,Featherweight,KO/TKO-Punch,1,2:29,0.260189989,Chan Sung Jung
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,Felice Herrig,Felice Herrig,Alexa Grasso,0-0,60-80,Feb-00,0-1,Women's Strawweight,U-DEC,3,5:00,0.767916891,Alexa Grasso
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,James Vick,James Vick,Abel Trujillo,0-0,25-11,1-Jan,Mar-00,Lightweight,SUB-D'Arce-Choke,3,0:49,0.74842517,Abel Trujillo
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,Volkan Oezdemir,Volkan Oezdemir,Ovince Saint Preux,0-0,82-76,0-0,0-0,Light Heavyweight,S-DEC,3,5:00,0.808879545,Ovince Saint Preux
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,Marcel Fortuna,Marcel Fortuna,Anthony Hamilton,Jan-00,15-14,0-0,0-0,Heavyweight,KO/TKO-Punch,1,3:10,0.948199511,Anthony Hamilton
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,Jessica Andrade,Jessica Andrade,Angela Hill,0-1,131-89,Feb-00,0-0,Women's Strawweight,U-DEC,3,5:00,0.251336196,Jessica Andrade
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,Unknown,Adam Milstead,Curtis Blaydes,0-0,25-Jan,0-8,0-0,Heavyweight,Overturned,2,0:59,0.038863831,Adam Milstead
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,Chas Skelly,Chas Skelly,Chris Gruetzemacher,0-0,21-28,Feb-00,Jan-00,Featherweight,SUB-Rear-Naked-Choke,2,2:01,0.732504412,Chris Gruetzemacher
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,Ricardo Ramos,Ricardo Ramos,Michinori Tanaka,Jan-00,45-28,0-2,Jan-00,Bantamweight,U-DEC,3,5:00,0.133067058,Ricardo Ramos
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,Tecia Torres,Tecia Torres,Bec Rawlings,0-0,81-37,1-Jan,0-0,Women's Strawweight,U-DEC,3,5:00,0.958049525,Bec Rawlings
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,Unknown,Alex Morono,Niko Price,1-Jan,45-23,0-0,0-0,Welterweight,Overturned-Punch,2,5:00,0.464561041,Alex Morono
UFC Fight Night: Bermudez vs. The Korean Zombie,4-Feb-17,Khalil Rountree Jr.,Khalil Rountree Jr.,Daniel Jolly,Jan-00,Mar-00,0-0,0-0,Light Heavyweight,KO/TKO-Knees,1,0:52,0.046622882,Khalil Rountree Jr.
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Valentina Shevchenko,Valentina Shevchenko,Julianna Pena,0-0,13-27,1-Feb,Jan-00,Women's Bantamweight,SUB-Armbar,2,4:29,0.715641831,Julianna Pena
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Jorge Masvidal,Jorge Masvidal,Donald Cerrone,Feb-00,58-30,0-0,0-0,Welterweight,KO/TKO-Punches,2,1:00,0.613592655,Donald Cerrone
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Francis Ngannou,Francis Ngannou,Andrei Arlovski,Jan-00,3-Aug,0-0,0-0,Heavyweight,KO/TKO-Punch,1,1:32,0.102444099,Francis Ngannou
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Jason Knight,Jason Knight,Alex Caceres,0-0,31-27,Feb-00,Apr-00,Featherweight,SUB-Rear-Naked-Choke,2,4:21,0.714194095,Alex Caceres
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Sam Alvey,Sam Alvey,Nate Marquardt,0-0,36-28,0-1,0-0,Middleweight,U-DEC,3,5:00,0.535535193,Nate Marquardt
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Raphael Assuncao,Raphael Assuncao,Aljamain Sterling,0-0,39-52,0-0,0-0,Bantamweight,S-DEC,3,5:00,0.47795758,Raphael Assuncao
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Li Jingliang,Li Jingliang,Bobby Nash,1-Jan,37-39,0-1,0-2,Welterweight,KO/TKO-Punch,2,4:45,0.281785781,Li Jingliang
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Jordan Johnson,Jordan Johnson,Henrique da Silva,0-0,39-22,Apr-00,Feb-00,Light Heavyweight,U-DEC,3,5:00,0.300521957,Jordan Johnson
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Eric Spicely,Eric Spicely,Alessio Di Chirico,0-0,1-Jan,Jan-00,Jan-00,Middleweight,SUB-Triangle-Choke,1,2:14,0.738098768,Alessio Di Chirico
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Marcos Rogerio de Lima,Marcos Rogerio de Lima,Jeremy Kimball,0-0,5-Dec,0-0,0-0,Light Heavyweight,KO/TKO-Punches,1,2:27,0.190718906,Marcos Rogerio de Lima
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Alexandre Pantoja,Alexandre Pantoja,Eric Shelton,0-0,37-32,4-Jan,Feb-00,Flyweight,S-DEC,3,5:00,0.674017888,Eric Shelton
UFC on FOX: Shevchenko vs. Pena,28-Jan-17,Jason Gonzalez,Jason Gonzalez,JC Cottrell,0-0,1-Apr,0-1,Jan-00,Lightweight,SUB-D'Arce-Choke,1,3:54,0.956179232,JC Cottrell
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Yair Rodriguez,Yair Rodriguez,BJ Penn,Jan-00,55-4,0-0,0-0,Featherweight,KO/TKO-Punches,2,0:24,0.706384929,BJ Penn
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Joe Lauzon,Joe Lauzon,Marcin Held,0-0,20-23,5-Jan,Jan-00,Lightweight,S-DEC,3,5:00,0.444841698,Joe Lauzon
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Ben Saunders,Ben Saunders,Court McGee,0-0,49-54,0-1,0-0,Welterweight,U-DEC,3,5:00,0.272100219,Ben Saunders
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Sergio Pettis,Sergio Pettis,John Moraga,0-0,48-33,1-Feb,0-0,Flyweight,U-DEC,3,5:00,0.938988909,John Moraga
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Drakkar Klose,Drakkar Klose,Devin Powell,0-0,68-22,Feb-00,0-0,Lightweight,U-DEC,3,5:00,0.503480252,Devin Powell
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Augusto Mendes,Augusto Mendes,Frankie Saenz,0-1,42-40,Apr-00,0-0,Bantamweight,S-DEC,3,5:00,0.780588299,Frankie Saenz
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Aleksei Oleinik,Aleksei Oleinik,Viktor Pesta,0-0,7-Jul,0-1,Jan-00,Heavyweight,SUB-Ezekiel-Choke,1,2:57,0.162002373,Aleksei Oleinik
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Anthony Rocco Martin,Anthony Rocco Martin,Alex White,0-0,20-11,Feb-00,0-0,Lightweight,U-DEC,3,5:00,0.226568953,Anthony Rocco Martin
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Nina Nunes,Nina Nunes,Jocelyn Jones-Lybarger,0-0,48-21,Jan-00,Feb-00,Women's Strawweight,SUB-Rear-Naked-Choke,3,3:39,0.513711897,Jocelyn Jones-Lybarger
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Walt Harris,Walt Harris,Chase Sherman,Jan-00,32-20,0-0,0-0,Heavyweight,KO/TKO-Knee,2,2:41,0.046553015,Walt Harris
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Joachim Christensen,Joachim Christensen,Bojan Mihajlovic,Jan-00,41-22,0-0,0-0,Light Heavyweight,KO/TKO-Punches,3,2:05,0.561914244,Bojan Mihajlovic
UFC Fight Night: Rodriguez vs. Penn,15-Jan-17,Cyril Asker,Cyril Asker,Dmitrii Smoliakov,0-0,19-5,Jan-00,0-0,Heavyweight,KO/TKO-Punches,1,2:41,0.719529011,Dmitrii Smoliakov
UFC 207: Nunes vs. Rousey,30-Dec-16,Amanda Nunes,Amanda Nunes,Ronda Rousey,0-0,27-7,0-0,0-0,Women's Bantamweight,KO/TKO-Punches,1,0:48,0.865686116,Ronda Rousey
UFC 207: Nunes vs. Rousey,30-Dec-16,Cody Garbrandt,Cody Garbrandt,Dominick Cruz,Feb-00,68-88,Jan-00,0-0,Bantamweight,U-DEC,5,5:00,0.524777382,Dominick Cruz
UFC 207: Nunes vs. Rousey,30-Dec-16,TJ Dillashaw,TJ Dillashaw,John Lineker,0-0,71-38,1-May,Jan-00,Bantamweight,U-DEC,3,5:00,0.250686957,TJ Dillashaw
UFC 207: Nunes vs. Rousey,30-Dec-16,Dong Hyun Kim,Dong Hyun Kim,Tarec Saffiedine,0-0,36-52,2-Mar,0-0,Welterweight,S-DEC,3,5:00,0.514241991,Tarec Saffiedine
UFC 207: Nunes vs. Rousey,30-Dec-16,Ray Borg,Ray Borg,Louis Smolka,0-0,21-10,Apr-00,1-Jan,Flyweight,U-DEC,3,5:00,0.211775911,Ray Borg
UFC 207: Nunes vs. Rousey,30-Dec-16,Neil Magny,Neil Magny,Johny Hendricks,0-0,50-18,6-Jan,Feb-00,Welterweight,U-DEC,3,5:00,0.796368625,Johny Hendricks
UFC 207: Nunes vs. Rousey,30-Dec-16,Antonio Carlos Junior,Antonio Carlos Junior,Marvin Vettori,0-0,28-29,1-Apr,0-1,Middleweight,U-DEC,3,5:00,0.584166859,Marvin Vettori
UFC 207: Nunes vs. Rousey,30-Dec-16,Alex Garcia,Alex Garcia,Mike Pyle,Jan-00,14-5,Jan-00,0-0,Welterweight,KO/TKO-Punch,1,3:34,0.428612342,Alex Garcia
UFC 207: Nunes vs. Rousey,30-Dec-16,Niko Price,Niko Price,Brandon Thatch,0-0,8-Jun,Jan-00,2-Feb,Welterweight,SUB-Arm-Triangle,1,4:30,0.03370612,Niko Price
UFC 207: Nunes vs. Rousey,30-Dec-16,Unknown,Alex Oliveira,Tim Means,Jan-00,17-Jun,1-Jan,0-0,Welterweight,CNC,1,3:33,0.426967957,Alex Oliveira
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Michelle Waterson-Gomez,Michelle Waterson-Gomez,Paige VanZant,0-0,5-Dec,Jan-00,Feb-00,Women's Strawweight,SUB-Rear-Naked-Choke,1,3:21,0.216031203,Michelle Waterson-Gomez
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Mickey Gall,Mickey Gall,Sage Northcutt,1-Jan,13-Sep,Feb-00,Mar-00,Welterweight,SUB-Rear-Naked-Choke,2,1:40,0.333615007,Mickey Gall
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Urijah Faber,Urijah Faber,Brad Pickett,Jan-00,70-18,1-May,Jan-00,Bantamweight,U-DEC,3,5:00,0.312035255,Urijah Faber
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Alan Jouban,Alan Jouban,Mike Perry,Jan-00,69-37,Feb-00,0-0,Welterweight,U-DEC,3,5:00,0.778509968,Mike Perry
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Paul Craig,Paul Craig,Henrique da Silva,0-0,31-16,1-Jan,Mar-00,Light Heavyweight,SUB-Armbar,2,1:59,0.755957842,Henrique da Silva
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Mizuto Hirota,Mizuto Hirota,Cole Miller,0-0,57-21,Jun-00,0-0,Featherweight,U-DEC,3,5:00,0.750678361,Cole Miller
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Colby Covington,Colby Covington,Bryan Barberena,0-0,76-41,Dec-00,0-0,Welterweight,U-DEC,3,5:00,0.036154829,Colby Covington
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Alex Morono,Alex Morono,James Moontasri,0-0,111-46,0-0,0-0,Welterweight,U-DEC,3,5:00,0.027430156,Alex Morono
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Josh Emmett,Josh Emmett,Scott Holtzman,0-0,87-65,3-Aug,Jan-00,Lightweight,U-DEC,3,5:00,0.085820921,Josh Emmett
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Leslie Smith,Leslie Smith,Irene Aldana,Jan-00,169-108,0-1,0-0,Women's Bantamweight,U-DEC,3,5:00,0.576947321,Irene Aldana
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Eddie Wineland,Eddie Wineland,Takeya Mizugaki,Feb-00,13-Sep,0-0,0-0,Bantamweight,KO/TKO-Punches,1,3:04,0.670107656,Takeya Mizugaki
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Hector Sandoval,Hector Sandoval,Fredy Serrano,0-0,33-22,Feb-00,Feb-00,Flyweight,U-DEC,3,5:00,0.019772255,Hector Sandoval
UFC on FOX: VanZant vs. Waterson,17-Dec-16,Sultan Aliev,Sultan Aliev,Bojan Velickovic,0-0,15-22,Feb-00,0-1,Welterweight,S-DEC,3,5:00,0.819945627,Bojan Velickovic
UFC 206: Holloway vs. Pettis,10-Dec-16,Max Holloway,Max Holloway,Anthony Pettis,Jan-00,94-53,Feb-00,0-0,Featherweight,KO/TKO-Punches,3,4:50,0.045730593,Max Holloway
UFC 206: Holloway vs. Pettis,10-Dec-16,Donald Cerrone,Donald Cerrone,Matt Brown,1-Feb,63-70,0-0,0-1,Welterweight,KO/TKO-Kick,3,0:34,0.134694428,Donald Cerrone
UFC 206: Holloway vs. Pettis,10-Dec-16,Cub Swanson,Cub Swanson,Dooho Choi,0-0,111-77,1-Feb,0-0,Featherweight,U-DEC,3,5:00,0.497072275,Cub Swanson
UFC 206: Holloway vs. Pettis,10-Dec-16,Kelvin Gastelum,Kelvin Gastelum,Tim Kennedy,Jan-00,62-45,0-3,0-0,Middleweight,KO/TKO-Punches,3,2:45,0.591489083,Tim Kennedy
UFC 206: Holloway vs. Pettis,10-Dec-16,Emil Meek,Emil Meek,Jordan Mein,0-0,50-34,3-Jan,Jan-00,Welterweight,U-DEC,3,5:00,0.206441276,Emil Meek
UFC 206: Holloway vs. Pettis,10-Dec-16,Misha Cirkunov,Misha Cirkunov,Nikita Krylov,0-0,16-Aug,1-Feb,Jan-00,Light Heavyweight,SUB-Guillotine-Choke,1,4:38,0.573076568,Nikita Krylov
UFC 206: Holloway vs. Pettis,10-Dec-16,Olivier Aubin-Mercier,Olivier Aubin-Mercier,Drew Dober,0-1,27-24,0-0,Jan-00,Lightweight,SUB-Rear-Naked-Choke,2,2:57,0.226403619,Olivier Aubin-Mercier
UFC 206: Holloway vs. Pettis,10-Dec-16,Viviane Pereira,Viviane Pereira,Valerie Letourneau,0-0,25-47,1-Jan,0-0,Women's Strawweight,S-DEC,3,5:00,0.913747847,Valerie Letourneau
UFC 206: Holloway vs. Pettis,10-Dec-16,Matthew Lopez,Matthew Lopez,Mitch Gagnon,0-1,30-31,1-May,Jan-00,Bantamweight,U-DEC,3,5:00,0.845202092,Mitch Gagnon
UFC 206: Holloway vs. Pettis,10-Dec-16,Lando Vannata,Lando Vannata,John Makdessi,Jan-00,11-Oct,0-0,0-0,Lightweight,KO/TKO-Kick,1,1:40,0.580446099,John Makdessi
UFC 206: Holloway vs. Pettis,10-Dec-16,Rustam Khabilov,Rustam Khabilov,Jason Saggo,0-0,42-19,Apr-00,0-0,Lightweight,U-DEC,3,5:00,0.125018137,Rustam Khabilov
UFC 206: Holloway vs. Pettis,10-Dec-16,Dustin Ortiz,Dustin Ortiz,Zach Makovsky,0-0,34-21,4-Apr,0-1,Flyweight,S-DEC,3,5:00,0.360201925,Dustin Ortiz
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Derrick Lewis,Derrick Lewis,Shamil Abdurakhimov,0-0,39-15,4-Jan,0-1,Heavyweight,KO/TKO-Punches,4,3:42,0.969732323,Shamil Abdurakhimov
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Francis Ngannou,Francis Ngannou,Anthony Hamilton,0-0,Jan-00,0-1,Jan-00,Heavyweight,SUB-Kimura,1,1:57,0.813741593,Anthony Hamilton
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Corey Anderson,Corey Anderson,Sean O'Connell,0-0,66-9,May-00,0-0,Light Heavyweight,KO/TKO-Punches,2,2:36,0.696644591,Sean O'Connell
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Gian Villante,Gian Villante,Saparbeg Safarov,Jan-00,60-37,0-0,0-0,Light Heavyweight,KO/TKO-Punches,2,2:54,0.442561213,Gian Villante
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Justine Kish,Justine Kish,Ashley Yoder,0-0,51-44,1-Jan,Jan-00,Women's Strawweight,U-DEC,3,5:00,0.197383186,Justine Kish
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Randy Brown,Randy Brown,Brian Camozzi,Jan-00,42-11,Jan-00,0-1,Welterweight,KO/TKO-Knee,2,1:25,0.64685032,Brian Camozzi
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Gerald Meerschaert,Gerald Meerschaert,Joseph Gigliotti,0-0,14-5,0-1,Jan-00,Middleweight,SUB-Anaconda-Choke,1,4:12,0.534586638,Joseph Gigliotti
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Andrew Sanchez,Andrew Sanchez,Trevor Smith,0-0,74-61,0-0,0-0,Middleweight,U-DEC,3,5:00,0.126673416,Andrew Sanchez
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Shane Burgos,Shane Burgos,Tiago dos Santos e Silva,Jan-00,73-56,1-Jan,0-0,Featherweight,U-DEC,3,5:00,0.762837744,Tiago dos Santos e Silva
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Marc Diakiese,Marc Diakiese,Frankie Perez,0-0,20-Sep,1-Jun,0-0,Lightweight,U-DEC,3,5:00,0.931327496,Frankie Perez
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Ryan Janes,Ryan Janes,Keith Berish,0-0,82-61,0-2,0-0,Middleweight,U-DEC,3,5:00,0.784451285,Keith Berish
UFC Fight Night: Lewis vs. Abdurakhimov,9-Dec-16,Juliana Lima,Juliana Lima,JJ Aldrich,0-0,56-31,Apr-00,0-0,Women's Strawweight,U-DEC,3,5:00,0.539180353,JJ Aldrich
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Demetrious Johnson,Demetrious Johnson,Tim Elliott,0-0,28-24,4-May,2-Mar,Flyweight,U-DEC,5,5:00,0.641265483,Tim Elliott
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Joseph Benavidez,Joseph Benavidez,Henry Cejudo,0-1,69-68,0-1,0-0,Flyweight,S-DEC,3,5:00,0.59830208,Henry Cejudo
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Jorge Masvidal,Jorge Masvidal,Jake Ellenberger,0-0,44-11,0-0,0-0,Welterweight,KO/TKO-Punches,1,4:05,0.9521855,Jake Ellenberger
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Jared Cannonier,Jared Cannonier,Ion Cutelaba,0-0,59-45,0-6,0-0,Light Heavyweight,U-DEC,3,5:00,0.192586081,Jared Cannonier
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Sara McMann,Sara McMann,Alexis Davis,0-0,14-21,Feb-00,1-Jan,Women's Bantamweight,SUB-Arm-Triangle,2,2:52,0.282684983,Sara McMann
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Brandon Moreno,Brandon Moreno,Ryan Benoit,0-1,54-23,May-00,0-0,Flyweight,S-DEC,3,5:00,0.478871031,Brandon Moreno
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Ryan Hall,Ryan Hall,Gray Maynard,0-0,46-12,0-0,0-0,Featherweight,U-DEC,3,5:00,0.158033008,Ryan Hall
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Rob Font,Rob Font,Matt Schnell,Jan-00,26-14,Jan-00,Jan-00,Bantamweight,KO/TKO-Punch,1,3:47,0.932672395,Matt Schnell
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Dong Hyun Ma,Dong Hyun Ma,Brendan O'Reilly,0-0,21-25,Apr-00,0-1,Lightweight,U-DEC,3,5:00,0.300200688,Dong Hyun Ma
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Jamie Moyle,Jamie Moyle,Kailin Curran,0-0,73-47,Mar-00,0-1,Women's Strawweight,U-DEC,3,5:00,0.924889865,Kailin Curran
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Anthony Smith,Anthony Smith,Elvis Mutapcic,Jan-00,48-29,0-0,Jan-00,Middleweight,KO/TKO-Elbow,2,3:27,0.880913979,Elvis Mutapcic
The Ultimate Fighter: Tournament of Champions Finale,3-Dec-16,Devin Clark,Devin Clark,Josh Stansbury,0-0,47-36,Jan-00,0-2,Light Heavyweight,U-DEC,3,5:00,0.748497893,Josh Stansbury
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Robert Whittaker,Robert Whittaker,Derek Brunson,Jan-00,33-19,0-0,0-0,Middleweight,KO/TKO-Kick,1,4:07,0.732342878,Derek Brunson
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Andrew Holbrook,Andrew Holbrook,Jake Matthews,0-0,30-22,3-Feb,Mar-00,Lightweight,S-DEC,3,5:00,0.64862047,Jake Matthews
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Omari Akhmedov,Omari Akhmedov,Kyle Noke,0-0,23-16,Mar-00,0-0,Welterweight,U-DEC,3,5:00,0.871741125,Kyle Noke
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Alexander Volkanovski,Alexander Volkanovski,Yusuke Kasuya,0-0,50-4,1-Mar,0-0,Lightweight,KO/TKO-Punches,2,2:06,0.838529494,Yusuke Kasuya
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Tyson Pedro,Tyson Pedro,Khalil Rountree Jr.,0-1,3-Apr,Feb-00,Jan-00,Light Heavyweight,SUB-Rear-Naked-Choke,1,4:07,0.940749166,Khalil Rountree Jr.
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Danielle Taylor,Danielle Taylor,Seo Hee Ham,0-0,45-31,0-0,0-0,Women's Strawweight,S-DEC,3,5:00,0.961624428,Seo Hee Ham
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Daniel Kelly,Daniel Kelly,Chris Camozzi,0-0,39-56,Apr-00,0-0,Middleweight,U-DEC,3,5:00,0.370934587,Daniel Kelly
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Damien Brown,Damien Brown,Jon Tuck,0-1,34-39,0-0,Jan-00,Lightweight,S-DEC,3,5:00,0.190211718,Damien Brown
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Jonathan Meunier,Jonathan Meunier,Richard Walsh,0-0,74-18,2-Jan,0-1,Welterweight,U-DEC,3,5:00,0.255915942,Jonathan Meunier
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Ben Nguyen,Ben Nguyen,Geane Herrera,Jan-00,105-22,0-1,0-0,Flyweight,U-DEC,3,5:00,0.513590558,Geane Herrera
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Jason Knight,Jason Knight,Dan Hooker,0-0,59-47,Apr-00,Apr-00,Featherweight,U-DEC,3,5:00,0.977382405,Dan Hooker
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Marlon Vera,Marlon Vera,Guangyou Ning,Jan-00,36-46,Jan-00,Feb-00,Featherweight,U-DEC,3,5:00,0.16469094,Marlon Vera
UFC Fight Night: Whittaker vs. Brunson,26-Nov-16,Jenel Lausa,Jenel Lausa,Yao Zhikui,Feb-00,56-29,1-Jan,Jan-00,Flyweight,U-DEC,3,5:00,0.096582496,Jenel Lausa
UFC Fight Night: Bader vs. Nogueira,19-Nov-16,Ryan Bader,Ryan Bader,Rogerio Nogueira,0-0,86-3,May-00,Jan-00,Light Heavyweight,KO/TKO-Punches,3,3:51,0.610501037,Rogerio Nogueira
UFC Fight Night: Bader vs. Nogueira,19-Nov-16,Thomas Almeida,Thomas Almeida,Albert Morales,Jan-00,41-18,0-1,0-0,Bantamweight,KO/TKO-Punches,2,1:37,0.838558046,Albert Morales
UFC Fight Night: Bader vs. Nogueira,19-Nov-16,Claudia Gadelha,Claudia Gadelha,Cortney Casey,0-0,34-22,Jun-00,Jan-00,Women's Strawweight,U-DEC,3,5:00,0.413937976,Claudia Gadelha
UFC Fight Night: Bader vs. Nogueira,19-Nov-16,Krzysztof Jotko,Krzysztof Jotko,Thales Leites,0-0,42-4,1-Jan,0-1,Middleweight,U-DEC,3,5:00,0.944548066,Thales Leites
UFC Fight Night: Bader vs. Nogueira,19-Nov-16,Kamaru Usman,Kamaru Usman,Warlley Alves,0-0,71-25,Jan-00,1-Jan,Welterweight,U-DEC,3,5:00,0.160595204,Kamaru Usman
UFC Fight Night: Bader vs. Nogueira,19-Nov-16,Sergio Moraes,Sergio Moraes,Zak Ottow,0-0,35-44,Jan-00,0-0,Welterweight,S-DEC,3,5:00,0.7542821,Zak Ottow
UFC Fight Night: Bader vs. Nogueira,19-Nov-16,Cezar Ferreira,Cezar Ferreira,Jack Hermansson,0-0,14-Oct,Jan-00,Jan-00,Middleweight,SUB-Arm-Triangle,2,2:11,0.935077359,Jack Hermansson
